bairro,racial,renda,valor
Mangabeira,Total,Até 1/2 SM,3165
Mangabeira,Total,Mais de 1/2 a 1 SM,16980
Mangabeira,Total,Mais de 1 a 2 SM,13659
Mangabeira,Total,Mais de 2 a 3 SM,3888
Mangabeira,Total,Mais de 3 a 5 SM,2676
Mangabeira,Total,Mais de 5 a 10 SM,1175
Mangabeira,Total,Mais de 10 SM,188
Mangabeira,Total,Sem rendimento,24022
Mangabeira,Total,Total,65753
Miramar,Branca,Até 1/2 SM,37
Miramar,Branca,Mais de 1/2 a 1 SM,484
Miramar,Branca,Mais de 1 a 2 SM,466
Miramar,Branca,Mais de 2 a 3 SM,274
Miramar,Branca,Mais de 3 a 5 SM,436
Miramar,Branca,Mais de 5 a 10 SM,823
Miramar,Branca,Mais de 10 SM,789
Miramar,Branca,Sem rendimento,1835
Miramar,Branca,Total,5144
Miramar,Parda,Até 1/2 SM,81
Miramar,Parda,Mais de 1/2 a 1 SM,675
Miramar,Parda,Mais de 1 a 2 SM,264
Miramar,Parda,Mais de 2 a 3 SM,131
Miramar,Parda,Mais de 3 a 5 SM,183
Miramar,Parda,Mais de 5 a 10 SM,261
Miramar,Parda,Mais de 10 SM,254
Miramar,Parda,Sem rendimento,1091
Miramar,Parda,Total,2940
Miramar,Preta,Até 1/2 SM,8
Miramar,Preta,Mais de 1/2 a 1 SM,94
Miramar,Preta,Mais de 1 a 2 SM,38
Miramar,Preta,Mais de 2 a 3 SM,21
Miramar,Preta,Mais de 3 a 5 SM,6
Miramar,Preta,Mais de 5 a 10 SM,24
Miramar,Preta,Mais de 10 SM,19
Miramar,Preta,Sem rendimento,106
Miramar,Preta,Total,316
Miramar,Indígena,Até 1/2 SM,1
Miramar,Indígena,Mais de 1/2 a 1 SM,1
Miramar,Indígena,Mais de 1 a 2 SM,1
Miramar,Indígena,Mais de 2 a 3 SM,1
Miramar,Indígena,Mais de 3 a 5 SM,1
Miramar,Indígena,Mais de 5 a 10 SM,1
Miramar,Indígena,Mais de 10 SM,1
Miramar,Indígena,Sem rendimento,3
Miramar,Indígena,Total,10
Miramar,Amarela,Até 1/2 SM,1
Miramar,Amarela,Mais de 1/2 a 1 SM,3
Miramar,Amarela,Mais de 1 a 2 SM,3
Miramar,Amarela,Mais de 2 a 3 SM,1
Miramar,Amarela,Mais de 3 a 5 SM,2
Miramar,Amarela,Mais de 5 a 10 SM,6
Miramar,Amarela,Mais de 10 SM,9
Miramar,Amarela,Sem rendimento,18
Miramar,Amarela,Total,43
Miramar,Total,Até 1/2 SM,128
Miramar,Total,Mais de 1/2 a 1 SM,1257
Miramar,Total,Mais de 1 a 2 SM,772
Miramar,Total,Mais de 2 a 3 SM,428
Miramar,Total,Mais de 3 a 5 SM,628
Miramar,Total,Mais de 5 a 10 SM,1115
Miramar,Total,Mais de 10 SM,1072
Miramar,Total,Sem rendimento,3053
Miramar,Total,Total,8453
Mucumago,Branca,Até 1/2 SM,152
Mucumago,Branca,Mais de 1/2 a 1 SM,495
Mucumago,Branca,Mais de 1 a 2 SM,266
Mucumago,Branca,Mais de 2 a 3 SM,54
Mucumago,Branca,Mais de 3 a 5 SM,27
Mucumago,Branca,Mais de 5 a 10 SM,6
Mucumago,Branca,Mais de 10 SM,8
Mucumago,Branca,Sem rendimento,710
Mucumago,Branca,Total,1718
Mucumago,Parda,Até 1/2 SM,338
Mucumago,Parda,Mais de 1/2 a 1 SM,833
Mucumago,Parda,Mais de 1 a 2 SM,338
Mucumago,Parda,Mais de 2 a 3 SM,57
Mucumago,Parda,Mais de 3 a 5 SM,35
Mucumago,Parda,Mais de 5 a 10 SM,7
Mucumago,Parda,Mais de 10 SM,1
Mucumago,Parda,Sem rendimento,1253
Mucumago,Parda,Total,2862
Mucumago,Preta,Até 1/2 SM,47
Mucumago,Preta,Mais de 1/2 a 1 SM,146
Mucumago,Preta,Mais de 1 a 2 SM,72
Mucumago,Preta,Mais de 2 a 3 SM,12
Mucumago,Preta,Mais de 3 a 5 SM,7
Mucumago,Preta,Mais de 5 a 10 SM,4
Mucumago,Preta,Mais de 10 SM,0
Mucumago,Preta,Sem rendimento,151
Mucumago,Preta,Total,439
Mucumago,Indígena,Até 1/2 SM,1
Mucumago,Indígena,Mais de 1/2 a 1 SM,1
Mucumago,Indígena,Mais de 1 a 2 SM,1
Mucumago,Indígena,Mais de 2 a 3 SM,0
Mucumago,Indígena,Mais de 3 a 5 SM,0
Mucumago,Indígena,Mais de 5 a 10 SM,0
Mucumago,Indígena,Mais de 10 SM,0
Mucumago,Indígena,Sem rendimento,3
Mucumago,Indígena,Total,6
Mucumago,Amarela,Até 1/2 SM,9
Mucumago,Amarela,Mais de 1/2 a 1 SM,16
Mucumago,Amarela,Mais de 1 a 2 SM,18
Mucumago,Amarela,Mais de 2 a 3 SM,3
Mucumago,Amarela,Mais de 3 a 5 SM,2
Mucumago,Amarela,Mais de 5 a 10 SM,0
Mucumago,Amarela,Mais de 10 SM,1
Mucumago,Amarela,Sem rendimento,32
Mucumago,Amarela,Total,81
Mucumago,Total,Até 1/2 SM,547
Mucumago,Total,Mais de 1/2 a 1 SM,1491
Mucumago,Total,Mais de 1 a 2 SM,695
Mucumago,Total,Mais de 2 a 3 SM,126
Mucumago,Total,Mais de 3 a 5 SM,71
Mucumago,Total,Mais de 5 a 10 SM,17
Mucumago,Total,Mais de 10 SM,10
Mucumago,Total,Sem rendimento,2149
Mucumago,Total,Total,5106
Mumbaba,Branca,Até 1/2 SM,99
Mumbaba,Branca,Mais de 1/2 a 1 SM,514
Mumbaba,Branca,Mais de 1 a 2 SM,364
Mumbaba,Branca,Mais de 2 a 3 SM,55
Mumbaba,Branca,Mais de 3 a 5 SM,27
Mumbaba,Branca,Mais de 5 a 10 SM,5
Mumbaba,Branca,Mais de 10 SM,1
Mumbaba,Branca,Sem rendimento,742
Mumbaba,Branca,Total,1807
Mumbaba,Parda,Até 1/2 SM,239
Mumbaba,Parda,Mais de 1/2 a 1 SM,1197
Mumbaba,Parda,Mais de 1 a 2 SM,654
Mumbaba,Parda,Mais de 2 a 3 SM,77
Mumbaba,Parda,Mais de 3 a 5 SM,21
Mumbaba,Parda,Mais de 5 a 10 SM,15
Mumbaba,Parda,Mais de 10 SM,1
Mumbaba,Parda,Sem rendimento,1824
Mumbaba,Parda,Total,4028
Mumbaba,Preta,Até 1/2 SM,30
Mumbaba,Preta,Mais de 1/2 a 1 SM,136
Mumbaba,Preta,Mais de 1 a 2 SM,71
Mumbaba,Preta,Mais de 2 a 3 SM,7
Mumbaba,Preta,Mais de 3 a 5 SM,4
Mumbaba,Preta,Mais de 5 a 10 SM,2
Mumbaba,Preta,Mais de 10 SM,0
Mumbaba,Preta,Sem rendimento,140
Mumbaba,Preta,Total,390
Mumbaba,Indígena,Até 1/2 SM,0
Mumbaba,Indígena,Mais de 1/2 a 1 SM,4
Mumbaba,Indígena,Mais de 1 a 2 SM,0
Mumbaba,Indígena,Mais de 2 a 3 SM,0
Mumbaba,Indígena,Mais de 3 a 5 SM,0
Mumbaba,Indígena,Mais de 5 a 10 SM,0
Mumbaba,Indígena,Mais de 10 SM,0
Mumbaba,Indígena,Sem rendimento,1
Mumbaba,Indígena,Total,5
Mumbaba,Amarela,Até 1/2 SM,8
Mumbaba,Amarela,Mais de 1/2 a 1 SM,33
Mumbaba,Amarela,Mais de 1 a 2 SM,23
Mumbaba,Amarela,Mais de 2 a 3 SM,0
Mumbaba,Amarela,Mais de 3 a 5 SM,0
Mumbaba,Amarela,Mais de 5 a 10 SM,0
Mumbaba,Amarela,Mais de 10 SM,0
Mumbaba,Amarela,Sem rendimento,63
Mumbaba,Amarela,Total,127
Mumbaba,Total,Até 1/2 SM,376
Mumbaba,Total,Mais de 1/2 a 1 SM,1884
Mumbaba,Total,Mais de 1 a 2 SM,1112
Mumbaba,Total,Mais de 2 a 3 SM,139
Mumbaba,Total,Mais de 3 a 5 SM,52
Mumbaba,Total,Mais de 5 a 10 SM,22
Mumbaba,Total,Mais de 10 SM,2
Mumbaba,Total,Sem rendimento,2770
Mumbaba,Total,Total,6357
Oitizeiro,Branca,Até 1/2 SM,478
Oitizeiro,Branca,Mais de 1/2 a 1 SM,2868
Oitizeiro,Branca,Mais de 1 a 2 SM,1434
Oitizeiro,Branca,Mais de 2 a 3 SM,280
Oitizeiro,Branca,Mais de 3 a 5 SM,192
Oitizeiro,Branca,Mais de 5 a 10 SM,76
Oitizeiro,Branca,Mais de 10 SM,9
Oitizeiro,Branca,Sem rendimento,3475
Oitizeiro,Branca,Total,8812
Oitizeiro,Parda,Até 1/2 SM,935
Oitizeiro,Parda,Mais de 1/2 a 1 SM,4417
Oitizeiro,Parda,Mais de 1 a 2 SM,1795
Oitizeiro,Parda,Mais de 2 a 3 SM,284
Oitizeiro,Parda,Mais de 3 a 5 SM,196
Oitizeiro,Parda,Mais de 5 a 10 SM,70
Oitizeiro,Parda,Mais de 10 SM,12
Oitizeiro,Parda,Sem rendimento,5676
Oitizeiro,Parda,Total,13385
Oitizeiro,Preta,Até 1/2 SM,157
Oitizeiro,Preta,Mais de 1/2 a 1 SM,726
Oitizeiro,Preta,Mais de 1 a 2 SM,252
Oitizeiro,Preta,Mais de 2 a 3 SM,45
Oitizeiro,Preta,Mais de 3 a 5 SM,29
Oitizeiro,Preta,Mais de 5 a 10 SM,11
Oitizeiro,Preta,Mais de 10 SM,2
Oitizeiro,Preta,Sem rendimento,850
Oitizeiro,Preta,Total,2072
Oitizeiro,Indígena,Até 1/2 SM,4
Oitizeiro,Indígena,Mais de 1/2 a 1 SM,14
Oitizeiro,Indígena,Mais de 1 a 2 SM,7
Oitizeiro,Indígena,Mais de 2 a 3 SM,3
Oitizeiro,Indígena,Mais de 3 a 5 SM,1
Oitizeiro,Indígena,Mais de 5 a 10 SM,0
Oitizeiro,Indígena,Mais de 10 SM,0
Oitizeiro,Indígena,Sem rendimento,14
Oitizeiro,Indígena,Total,43
Oitizeiro,Amarela,Até 1/2 SM,26
Oitizeiro,Amarela,Mais de 1/2 a 1 SM,92
Oitizeiro,Amarela,Mais de 1 a 2 SM,46
Oitizeiro,Amarela,Mais de 2 a 3 SM,10
Oitizeiro,Amarela,Mais de 3 a 5 SM,3
Oitizeiro,Amarela,Mais de 5 a 10 SM,2
Oitizeiro,Amarela,Mais de 10 SM,0
Oitizeiro,Amarela,Sem rendimento,152
Oitizeiro,Amarela,Total,331
Oitizeiro,Total,Até 1/2 SM,1600
Oitizeiro,Total,Mais de 1/2 a 1 SM,8117
Oitizeiro,Total,Mais de 1 a 2 SM,3534
Oitizeiro,Total,Mais de 2 a 3 SM,622
Oitizeiro,Total,Mais de 3 a 5 SM,421
Oitizeiro,Total,Mais de 5 a 10 SM,159
Oitizeiro,Total,Mais de 10 SM,23
Oitizeiro,Total,Sem rendimento,10167
Oitizeiro,Total,Total,24643
Padre Zé,Branca,Até 1/2 SM,163
Padre Zé,Branca,Mais de 1/2 a 1 SM,666
Padre Zé,Branca,Mais de 1 a 2 SM,285
Padre Zé,Branca,Mais de 2 a 3 SM,38
Padre Zé,Branca,Mais de 3 a 5 SM,14
Padre Zé,Branca,Mais de 5 a 10 SM,12
Padre Zé,Branca,Mais de 10 SM,3
Padre Zé,Branca,Sem rendimento,645
Padre Zé,Branca,Total,1826
Padre Zé,Parda,Até 1/2 SM,364
Padre Zé,Parda,Mais de 1/2 a 1 SM,1036
Padre Zé,Parda,Mais de 1 a 2 SM,362
Padre Zé,Parda,Mais de 2 a 3 SM,36
Padre Zé,Parda,Mais de 3 a 5 SM,32
Padre Zé,Parda,Mais de 5 a 10 SM,6
Padre Zé,Parda,Mais de 10 SM,1
Padre Zé,Parda,Sem rendimento,1053
Padre Zé,Parda,Total,2890
Padre Zé,Preta,Até 1/2 SM,83
Padre Zé,Preta,Mais de 1/2 a 1 SM,345
Padre Zé,Preta,Mais de 1 a 2 SM,116
Padre Zé,Preta,Mais de 2 a 3 SM,12
Padre Zé,Preta,Mais de 3 a 5 SM,3
Padre Zé,Preta,Mais de 5 a 10 SM,1
Padre Zé,Preta,Mais de 10 SM,1
Padre Zé,Preta,Sem rendimento,326
Padre Zé,Preta,Total,887
Padre Zé,Indígena,Até 1/2 SM,2
Padre Zé,Indígena,Mais de 1/2 a 1 SM,2
Padre Zé,Indígena,Mais de 1 a 2 SM,2
Padre Zé,Indígena,Mais de 2 a 3 SM,1
Padre Zé,Indígena,Mais de 3 a 5 SM,1
Padre Zé,Indígena,Mais de 5 a 10 SM,0
Padre Zé,Indígena,Mais de 10 SM,0
Padre Zé,Indígena,Sem rendimento,1
Padre Zé,Indígena,Total,9
Padre Zé,Amarela,Até 1/2 SM,14
Padre Zé,Amarela,Mais de 1/2 a 1 SM,37
Padre Zé,Amarela,Mais de 1 a 2 SM,13
Padre Zé,Amarela,Mais de 2 a 3 SM,2
Padre Zé,Amarela,Mais de 3 a 5 SM,1
Padre Zé,Amarela,Mais de 5 a 10 SM,0
Padre Zé,Amarela,Mais de 10 SM,0
Padre Zé,Amarela,Sem rendimento,55
Padre Zé,Amarela,Total,122
Padre Zé,Total,Até 1/2 SM,626
Padre Zé,Total,Mais de 1/2 a 1 SM,2086
Padre Zé,Total,Mais de 1 a 2 SM,778
Padre Zé,Total,Mais de 2 a 3 SM,89
Padre Zé,Total,Mais de 3 a 5 SM,51
Padre Zé,Total,Mais de 5 a 10 SM,19
Padre Zé,Total,Mais de 10 SM,5
Padre Zé,Total,Sem rendimento,2080
Padre Zé,Total,Total,5734
Paratibe,Branca,Até 1/2 SM,337
Paratibe,Branca,Mais de 1/2 a 1 SM,950
Paratibe,Branca,Mais de 1 a 2 SM,631
Paratibe,Branca,Mais de 2 a 3 SM,131
Paratibe,Branca,Mais de 3 a 5 SM,48
Paratibe,Branca,Mais de 5 a 10 SM,23
Paratibe,Branca,Mais de 10 SM,9
Paratibe,Branca,Sem rendimento,1356
Paratibe,Branca,Total,3485
Paratibe,Parda,Até 1/2 SM,658
Paratibe,Parda,Mais de 1/2 a 1 SM,1376
Paratibe,Parda,Mais de 1 a 2 SM,801
Paratibe,Parda,Mais de 2 a 3 SM,157
Paratibe,Parda,Mais de 3 a 5 SM,69
Paratibe,Parda,Mais de 5 a 10 SM,28
Paratibe,Parda,Mais de 10 SM,7
Paratibe,Parda,Sem rendimento,2085
Paratibe,Parda,Total,5181
Paratibe,Preta,Até 1/2 SM,154
Paratibe,Preta,Mais de 1/2 a 1 SM,325
Paratibe,Preta,Mais de 1 a 2 SM,197
Paratibe,Preta,Mais de 2 a 3 SM,33
Paratibe,Preta,Mais de 3 a 5 SM,30
Paratibe,Preta,Mais de 5 a 10 SM,3
Paratibe,Preta,Mais de 10 SM,0
Paratibe,Preta,Sem rendimento,393
Paratibe,Preta,Total,1135
Paratibe,Indígena,Até 1/2 SM,8
Paratibe,Indígena,Mais de 1/2 a 1 SM,17
Paratibe,Indígena,Mais de 1 a 2 SM,7
Paratibe,Indígena,Mais de 2 a 3 SM,1
Paratibe,Indígena,Mais de 3 a 5 SM,2
Paratibe,Indígena,Mais de 5 a 10 SM,0
Paratibe,Indígena,Mais de 10 SM,0
Paratibe,Indígena,Sem rendimento,17
Paratibe,Indígena,Total,52
Paratibe,Amarela,Até 1/2 SM,27
Paratibe,Amarela,Mais de 1/2 a 1 SM,61
Paratibe,Amarela,Mais de 1 a 2 SM,38
Paratibe,Amarela,Mais de 2 a 3 SM,3
Paratibe,Amarela,Mais de 3 a 5 SM,3
Paratibe,Amarela,Mais de 5 a 10 SM,2
Paratibe,Amarela,Mais de 10 SM,0
Paratibe,Amarela,Sem rendimento,72
Paratibe,Amarela,Total,206
Paratibe,Total,Até 1/2 SM,1184
Paratibe,Total,Mais de 1/2 a 1 SM,2729
Paratibe,Total,Mais de 1 a 2 SM,1674
Paratibe,Total,Mais de 2 a 3 SM,325
Paratibe,Total,Mais de 3 a 5 SM,152
Paratibe,Total,Mais de 5 a 10 SM,56
Paratibe,Total,Mais de 10 SM,16
Paratibe,Total,Sem rendimento,3923
Paratibe,Total,Total,10059
Pedro Gondim,Branca,Até 1/2 SM,7
Pedro Gondim,Branca,Mais de 1/2 a 1 SM,174
Pedro Gondim,Branca,Mais de 1 a 2 SM,248
Pedro Gondim,Branca,Mais de 2 a 3 SM,184
Pedro Gondim,Branca,Mais de 3 a 5 SM,230
Pedro Gondim,Branca,Mais de 5 a 10 SM,306
Pedro Gondim,Branca,Mais de 10 SM,215
Pedro Gondim,Branca,Sem rendimento,603
Pedro Gondim,Branca,Total,1967
Pedro Gondim,Parda,Até 1/2 SM,10
Pedro Gondim,Parda,Mais de 1/2 a 1 SM,127
Pedro Gondim,Parda,Mais de 1 a 2 SM,141
Pedro Gondim,Parda,Mais de 2 a 3 SM,71
Pedro Gondim,Parda,Mais de 3 a 5 SM,102
Pedro Gondim,Parda,Mais de 5 a 10 SM,112
Pedro Gondim,Parda,Mais de 10 SM,53
Pedro Gondim,Parda,Sem rendimento,312
Pedro Gondim,Parda,Total,928
Pedro Gondim,Preta,Até 1/2 SM,1
Pedro Gondim,Preta,Mais de 1/2 a 1 SM,20
Pedro Gondim,Preta,Mais de 1 a 2 SM,18
Pedro Gondim,Preta,Mais de 2 a 3 SM,10
Pedro Gondim,Preta,Mais de 3 a 5 SM,10
Pedro Gondim,Preta,Mais de 5 a 10 SM,16
Pedro Gondim,Preta,Mais de 10 SM,5
Pedro Gondim,Preta,Sem rendimento,33
Pedro Gondim,Preta,Total,113
Pedro Gondim,Indígena,Até 1/2 SM,0
Pedro Gondim,Indígena,Mais de 1/2 a 1 SM,0
Pedro Gondim,Indígena,Mais de 1 a 2 SM,0
Pedro Gondim,Indígena,Mais de 2 a 3 SM,0
Pedro Gondim,Indígena,Mais de 3 a 5 SM,0
Pedro Gondim,Indígena,Mais de 5 a 10 SM,1
Pedro Gondim,Indígena,Mais de 10 SM,0
Pedro Gondim,Indígena,Sem rendimento,0
Pedro Gondim,Indígena,Total,1
Pedro Gondim,Amarela,Até 1/2 SM,0
Pedro Gondim,Amarela,Mais de 1/2 a 1 SM,1
Pedro Gondim,Amarela,Mais de 1 a 2 SM,4
Pedro Gondim,Amarela,Mais de 2 a 3 SM,6
Pedro Gondim,Amarela,Mais de 3 a 5 SM,3
Pedro Gondim,Amarela,Mais de 5 a 10 SM,1
Pedro Gondim,Amarela,Mais de 10 SM,1
Pedro Gondim,Amarela,Sem rendimento,4
Pedro Gondim,Amarela,Total,20
Pedro Gondim,Total,Até 1/2 SM,18
Pedro Gondim,Total,Mais de 1/2 a 1 SM,322
Pedro Gondim,Total,Mais de 1 a 2 SM,411
Pedro Gondim,Total,Mais de 2 a 3 SM,271
Pedro Gondim,Total,Mais de 3 a 5 SM,345
Pedro Gondim,Total,Mais de 5 a 10 SM,436
Pedro Gondim,Total,Mais de 10 SM,274
Pedro Gondim,Total,Sem rendimento,952
Pedro Gondim,Total,Total,3029
Penha,Branca,Até 1/2 SM,12
Penha,Branca,Mais de 1/2 a 1 SM,59
Penha,Branca,Mais de 1 a 2 SM,23
Penha,Branca,Mais de 2 a 3 SM,11
Penha,Branca,Mais de 3 a 5 SM,10
Penha,Branca,Mais de 5 a 10 SM,5
Penha,Branca,Mais de 10 SM,2
Penha,Branca,Sem rendimento,88
Penha,Branca,Total,210
Penha,Parda,Até 1/2 SM,21
Penha,Parda,Mais de 1/2 a 1 SM,101
Penha,Parda,Mais de 1 a 2 SM,47
Penha,Parda,Mais de 2 a 3 SM,12
Penha,Parda,Mais de 3 a 5 SM,9
Penha,Parda,Mais de 5 a 10 SM,2
Penha,Parda,Mais de 10 SM,2
Penha,Parda,Sem rendimento,152
Penha,Parda,Total,346
Penha,Preta,Até 1/2 SM,7
Penha,Preta,Mais de 1/2 a 1 SM,25
Penha,Preta,Mais de 1 a 2 SM,10
Penha,Preta,Mais de 2 a 3 SM,1
Penha,Preta,Mais de 3 a 5 SM,1
Penha,Preta,Mais de 5 a 10 SM,0
Penha,Preta,Mais de 10 SM,0
Penha,Preta,Sem rendimento,40
Penha,Preta,Total,84
Penha,Indígena,Até 1/2 SM,0
Penha,Indígena,Mais de 1/2 a 1 SM,4
Penha,Indígena,Mais de 1 a 2 SM,1
Penha,Indígena,Mais de 2 a 3 SM,0
Penha,Indígena,Mais de 3 a 5 SM,0
Penha,Indígena,Mais de 5 a 10 SM,0
Penha,Indígena,Mais de 10 SM,1
Penha,Indígena,Sem rendimento,1
Penha,Indígena,Total,7
Penha,Amarela,Até 1/2 SM,1
Penha,Amarela,Mais de 1/2 a 1 SM,7
Penha,Amarela,Mais de 1 a 2 SM,1
Penha,Amarela,Mais de 2 a 3 SM,1
Penha,Amarela,Mais de 3 a 5 SM,0
Penha,Amarela,Mais de 5 a 10 SM,0
Penha,Amarela,Mais de 10 SM,0
Penha,Amarela,Sem rendimento,4
Penha,Amarela,Total,14
Penha,Total,Até 1/2 SM,41
Penha,Total,Mais de 1/2 a 1 SM,196
Penha,Total,Mais de 1 a 2 SM,82
Penha,Total,Mais de 2 a 3 SM,25
Penha,Total,Mais de 3 a 5 SM,20
Penha,Total,Mais de 5 a 10 SM,7
Penha,Total,Mais de 10 SM,5
Penha,Total,Sem rendimento,285
Penha,Total,Total,661
Planalto da Boa Esperança,Branca,Até 1/2 SM,75
Planalto da Boa Esperança,Branca,Mais de 1/2 a 1 SM,467
Planalto da Boa Esperança,Branca,Mais de 1 a 2 SM,440
Planalto da Boa Esperança,Branca,Mais de 2 a 3 SM,91
Planalto da Boa Esperança,Branca,Mais de 3 a 5 SM,73
Planalto da Boa Esperança,Branca,Mais de 5 a 10 SM,29
Planalto da Boa Esperança,Branca,Mais de 10 SM,3
Planalto da Boa Esperança,Branca,Sem rendimento,698
Planalto da Boa Esperança,Branca,Total,1876
Planalto da Boa Esperança,Parda,Até 1/2 SM,131
Planalto da Boa Esperança,Parda,Mais de 1/2 a 1 SM,752
Planalto da Boa Esperança,Parda,Mais de 1 a 2 SM,582
Planalto da Boa Esperança,Parda,Mais de 2 a 3 SM,145
Planalto da Boa Esperança,Parda,Mais de 3 a 5 SM,61
Planalto da Boa Esperança,Parda,Mais de 5 a 10 SM,36
Planalto da Boa Esperança,Parda,Mais de 10 SM,7
Planalto da Boa Esperança,Parda,Sem rendimento,1129
Planalto da Boa Esperança,Parda,Total,2843
Planalto da Boa Esperança,Preta,Até 1/2 SM,20
Planalto da Boa Esperança,Preta,Mais de 1/2 a 1 SM,84
Planalto da Boa Esperança,Preta,Mais de 1 a 2 SM,83
Planalto da Boa Esperança,Preta,Mais de 2 a 3 SM,18
Planalto da Boa Esperança,Preta,Mais de 3 a 5 SM,15
Planalto da Boa Esperança,Preta,Mais de 5 a 10 SM,5
Planalto da Boa Esperança,Preta,Mais de 10 SM,2
Planalto da Boa Esperança,Preta,Sem rendimento,108
Planalto da Boa Esperança,Preta,Total,335
Planalto da Boa Esperança,Indígena,Até 1/2 SM,3
Planalto da Boa Esperança,Indígena,Mais de 1/2 a 1 SM,4
Planalto da Boa Esperança,Indígena,Mais de 1 a 2 SM,6
Planalto da Boa Esperança,Indígena,Mais de 2 a 3 SM,0
Planalto da Boa Esperança,Indígena,Mais de 3 a 5 SM,0
Planalto da Boa Esperança,Indígena,Mais de 5 a 10 SM,0
Planalto da Boa Esperança,Indígena,Mais de 10 SM,0
Planalto da Boa Esperança,Indígena,Sem rendimento,7
Planalto da Boa Esperança,Indígena,Total,20
Planalto da Boa Esperança,Amarela,Até 1/2 SM,6
Planalto da Boa Esperança,Amarela,Mais de 1/2 a 1 SM,18
Planalto da Boa Esperança,Amarela,Mais de 1 a 2 SM,15
Planalto da Boa Esperança,Amarela,Mais de 2 a 3 SM,3
Planalto da Boa Esperança,Amarela,Mais de 3 a 5 SM,3
Planalto da Boa Esperança,Amarela,Mais de 5 a 10 SM,1
Planalto da Boa Esperança,Amarela,Mais de 10 SM,0
Planalto da Boa Esperança,Amarela,Sem rendimento,41
Planalto da Boa Esperança,Amarela,Total,87
Planalto da Boa Esperança,Total,Até 1/2 SM,235
Planalto da Boa Esperança,Total,Mais de 1/2 a 1 SM,1325
Planalto da Boa Esperança,Total,Mais de 1 a 2 SM,1126
Planalto da Boa Esperança,Total,Mais de 2 a 3 SM,257
Planalto da Boa Esperança,Total,Mais de 3 a 5 SM,152
Planalto da Boa Esperança,Total,Mais de 5 a 10 SM,71
Planalto da Boa Esperança,Total,Mais de 10 SM,12
Planalto da Boa Esperança,Total,Sem rendimento,1983
Planalto da Boa Esperança,Total,Total,5161
Ponta do Seixas,Branca,Até 1/2 SM,7
Ponta do Seixas,Branca,Mais de 1/2 a 1 SM,25
Ponta do Seixas,Branca,Mais de 1 a 2 SM,25
Ponta do Seixas,Branca,Mais de 2 a 3 SM,11
Ponta do Seixas,Branca,Mais de 3 a 5 SM,27
Ponta do Seixas,Branca,Mais de 5 a 10 SM,36
Ponta do Seixas,Branca,Mais de 10 SM,48
Ponta do Seixas,Branca,Sem rendimento,57
Ponta do Seixas,Branca,Total,236
Ponta do Seixas,Parda,Até 1/2 SM,4
Ponta do Seixas,Parda,Mais de 1/2 a 1 SM,33
Ponta do Seixas,Parda,Mais de 1 a 2 SM,23
Ponta do Seixas,Parda,Mais de 2 a 3 SM,12
Ponta do Seixas,Parda,Mais de 3 a 5 SM,9
Ponta do Seixas,Parda,Mais de 5 a 10 SM,16
Ponta do Seixas,Parda,Mais de 10 SM,6
Ponta do Seixas,Parda,Sem rendimento,55
Ponta do Seixas,Parda,Total,158
Ponta do Seixas,Preta,Até 1/2 SM,0
Ponta do Seixas,Preta,Mais de 1/2 a 1 SM,2
Ponta do Seixas,Preta,Mais de 1 a 2 SM,2
Ponta do Seixas,Preta,Mais de 2 a 3 SM,0
Ponta do Seixas,Preta,Mais de 3 a 5 SM,2
Ponta do Seixas,Preta,Mais de 5 a 10 SM,2
Ponta do Seixas,Preta,Mais de 10 SM,2
Ponta do Seixas,Preta,Sem rendimento,0
Ponta do Seixas,Preta,Total,10
Ponta do Seixas,Indígena,Até 1/2 SM,0
Ponta do Seixas,Indígena,Mais de 1/2 a 1 SM,0
Ponta do Seixas,Indígena,Mais de 1 a 2 SM,1
Ponta do Seixas,Indígena,Mais de 2 a 3 SM,0
Ponta do Seixas,Indígena,Mais de 3 a 5 SM,0
Ponta do Seixas,Indígena,Mais de 5 a 10 SM,0
Ponta do Seixas,Indígena,Mais de 10 SM,1
Ponta do Seixas,Indígena,Sem rendimento,2
Ponta do Seixas,Indígena,Total,4
Ponta do Seixas,Amarela,Até 1/2 SM,0
Ponta do Seixas,Amarela,Mais de 1/2 a 1 SM,2
Ponta do Seixas,Amarela,Mais de 1 a 2 SM,2
Ponta do Seixas,Amarela,Mais de 2 a 3 SM,0
Ponta do Seixas,Amarela,Mais de 3 a 5 SM,1
Ponta do Seixas,Amarela,Mais de 5 a 10 SM,1
Ponta do Seixas,Amarela,Mais de 10 SM,1
Ponta do Seixas,Amarela,Sem rendimento,1
Ponta do Seixas,Amarela,Total,8
Ponta do Seixas,Total,Até 1/2 SM,11
Ponta do Seixas,Total,Mais de 1/2 a 1 SM,62
Ponta do Seixas,Total,Mais de 1 a 2 SM,53
Ponta do Seixas,Total,Mais de 2 a 3 SM,23
Ponta do Seixas,Total,Mais de 3 a 5 SM,39
Ponta do Seixas,Total,Mais de 5 a 10 SM,55
Ponta do Seixas,Total,Mais de 10 SM,58
Ponta do Seixas,Total,Sem rendimento,115
Ponta do Seixas,Total,Total,416
Portal do Sol,Branca,Até 1/2 SM,28
Portal do Sol,Branca,Mais de 1/2 a 1 SM,210
Portal do Sol,Branca,Mais de 1 a 2 SM,206
Portal do Sol,Branca,Mais de 2 a 3 SM,76
Portal do Sol,Branca,Mais de 3 a 5 SM,144
